,filename,simbad_name
584,Database/HD 4208.csv,TIC 43400838
585,Database/TIC 347441674.csv,TIC 347441674
586,Database/TIC 32416304.csv,TIC 32416304
587,Database/TIC 429210526.csv,TIC 429210526
588,Database/TIC 398865485.csv,TIC 398865485
589,Database/TIC 143127398.csv,TIC 143127398
590,Database/HD 129445.csv,TIC 258186667
591,Database/TIC 70688623.csv,TIC 70688623
592,Database/TIC 389214310.csv,TIC 389214310
593,Database/TIC 37763102.csv,TIC 37763102
594,Database/BD -08 2823.csv,TIC 33355302
595,Database/TIC 143765469.csv,TIC 143765469
596,Database/WASP-13.csv,TIC 8767448
597,Database/TIC 467805214.csv,TIC 467805214
598,Database/HD 188512.csv,TIC 375621179
599,Database/TIC 232305525.csv,TIC 232305525
600,Database/TIC 380543530.csv,TIC 380543530
601,Database/WASP-6.csv,TIC 204376737
602,Database/TIC 24251525.csv,TIC 24251525
603,Database/TIC 111267568.csv,TIC 111267568
604,Database/TIC 256873400.csv,TIC 256873400
605,Database/TIC 322736681.csv,TIC 322736681
606,Database/HD 215648.csv,TIC 60716322
607,Database/TIC 425569341.csv,RAVE J190441.4-312221
608,Database/TIC 56815340.csv,TIC 56815340
609,Database/TIC 77458347.csv,TIC 77458347
610,Database/TIC 406778117.csv,TIC 406778117
611,Database/TIC 206287785.csv,TIC 206287785
612,Database/TIC 165191701.csv,TIC 165191701
613,Database/TIC 438495546.csv,TIC 438495546
614,Database/TIC 365557584.csv,TIC 365557584
615,Database/TIC 448809197.csv,TIC 448809197
616,Database/TIC 183670792.csv,TIC 183670792
617,Database/TIC 209183484.csv,TIC 209183484
618,Database/TIC 127532471.csv,TIC 127532471
619,Database/TIC 183582543.csv,TIC 183582543
620,Database/TIC 399841395.csv,TIC 399841395
621,Database/TIC 227759031.csv,TIC 227759031
622,Database/TIC 466222634.csv,TIC 466222634
623,Database/TIC 119518289.csv,TIC 119518289
624,Database/TIC 32475310.csv,TIC 32475310
625,Database/HD 50554.csv,TIC 80224448
626,Database/TIC 204441257.csv,TIC 204441257
627,Database/HD230017.csv,IRAS Z18525+1054
628,Database/TIC 212378157.csv,TIC 212378157
629,Database/HD 72905.csv,PLX 2047.1
630,Database/HD 231701.csv,TIC 92300251
631,Database/TIC 234517584.csv,TIC 234517584
632,Database/TIC 48768845.csv,TIC 48768845
633,Database/TIC 287488930.csv,TIC 287488930
634,Database/TIC 120462356.csv,TIC 120462356
635,Database/TIC 279454212.csv,TIC 279454212
636,Database/TIC 242423133.csv,TIC 242423133
637,Database/TIC 164288923.csv,TIC 164288923
638,Database/TIC 66733343.csv,TIC 66733343
639,Database/HD 33636.csv,TIC 262300150
640,Database/TIC 231704229.csv,TIC 231704229
641,Database/TIC 184818866.csv,TIC 184818866
642,Database/HD 22049.csv,TIC 118572803
643,Database/HD 172051.csv,TIC 1544160
644,Database/TIC 88523071.csv,TIC 88523071
645,Database/TIC 185525506.csv,TIC 185525506
646,Database/TIC 130220781.csv,TIC 130220781
647,Database/TIC 58465153.csv,** BGH    6B
648,Database/TIC 229157853.csv,TIC 229157853
649,Database/TIC 20319492.csv,TIC 20319492
650,Database/TIC 118585685.csv,TIC 118585685
651,Database/TIC 319337004.csv,TIC 319337004
652,Database/TIC 179032688.csv,TIC 179032688
653,Database/HD 84117.csv,TIC 11310083
654,Database/TIC 462010295.csv,TIC 462010295
655,Database/HD 86728.csv,TIC 172954294
656,Database/TIC 62020444.csv,TIC 62020444
657,Database/TIC 9385460.csv,TIC 9385460
658,Database/TIC 758285.csv,TIC 758285
659,Database/TIC 22083423.csv,TIC 22083423
660,Database/TIC 334844739.csv,TIC 334844739
661,Database/TIC 20325431.csv,TIC 20325431
662,Database/TIC 313392144.csv,TIC 313392144
663,Database/TIC 76017834.csv,TIC 76017834
664,Database/TIC 394634714.csv,TIC 394634714
665,Database/TIC 291108016.csv,TIC 291108016
666,Database/Gaia DR2 2908304604471435648.csv,TYC 6484-222-1
667,Database/TIC 437265653.csv,TIC 437265653
668,Database/TIC 270042824.csv,TIC 270042824
669,Database/TIC 130015231.csv,TIC 130015231
670,Database/TIC 382073690.csv,TIC 382073690
671,Database/OGLE-TR-111.csv,TIC 465390152
672,Database/TIC 173673173.csv,TIC 173673173
673,Database/HD 205739.csv,TIC 270501383
674,Database/TIC 31134762.csv,TIC 31134762
675,Database/HD 171028.csv,TIC 321030607
676,Database/TIC 164515871.csv,TIC 164515871
677,Database/TIC 257395052.csv,TIC 257395052
678,Database/TIC 207556694.csv,TIC 207556694
679,Database/TIC 269217040.csv,TIC 269217040
680,Database/TIC 265488188.csv,TIC 265488188
681,Database/TIC 114806039.csv,TIC 114806039
682,Database/TIC 386886976.csv,TIC 386886976
683,Database/HD 82943.csv,TIC 405485269
684,Database/TIC 335378088.csv,TIC 335378088
685,Database/TIC 454901855.csv,TIC 454901855
686,Database/TIC 341288364.csv,TIC 341288364
687,Database/TIC 239205079.csv,TIC 239205079
688,Database/TIC 66914642.csv,TIC 66914642
689,Database/TIC 347694620.csv,TIC 347694620
690,Database/HD 86264.csv,TIC 348964243
691,Database/TIC 146733185.csv,TIC 146733185
692,Database/47 UMa.csv,TIC 21535479
693,Database/GJ3263.csv,2MASS J04072048-2429129
694,Database/TIC 334849779.csv,TIC 334849779
695,Database/TIC 231074032.csv,TIC 231074032
696,Database/TIC 1309709.csv,TIC 1309709
697,Database/TIC 52121796.csv,TIC 52121796
698,Database/HD 190228.csv,TIC 117905020
699,Database/TIC 250977648.csv,TIC 250977648
700,Database/TIC 75231315.csv,TIC 75231315
701,Database/GJ 849.csv,TIC 248027247
702,Database/TIC 9967949.csv,TIC 9967949
703,Database/TIC 128968823.csv,TIC 128968823
704,Database/TIC 334415465.csv,TIC 334415465
705,Database/TIC 301880196.csv,TIC 301880196
706,Database/TIC 466684359.csv,TIC 466684359
707,Database/TIC 170767866.csv,TIC 170767866
708,Database/TIC 92226990.csv,TIC 92226990
709,Database/TIC 437248515.csv,TIC 437248515
710,Database/OGLE-TR-56.csv,SBC9 2452
711,Database/HD 142.csv,TIC 389757979
712,Database/TIC 142944751.csv,TIC 142944751
713,Database/Gaia DR2 6141991322784963072.csv,CD-37  8363
714,Database/TIC 308209899.csv,TIC 308209899
715,Database/Gaia DR2 5700706729031126656.csv,PLX 1953.1
716,Database/TIC 163587609.csv,TIC 163587609
717,Database/TIC 307646256.csv,TIC 307646256
718,Database/TIC 107321609.csv,TIC 107321609
719,Database/TIC 374741218.csv,CD-59  2858
720,Database/TIC 94428883.csv,TIC 94428883
721,Database/TIC 8857751.csv,1SWASP J203658.11-190842.4
722,Database/TIC 339406181.csv,TIC 339406181
723,Database/HD 163607.csv,TIC 232620788
724,Database/HD 134987.csv,TIC 61397572
725,Database/TIC 92248708.csv,TIC 92248708
726,Database/TIC 49253887.csv,TIC 49253887
727,Database/HD 168746.csv,TIC 18097734
728,Database/TIC 35055332.csv,TIC 35055332
729,Database/TIC 320261550.csv,TIC 320261550
730,Database/TIC 422068408.csv,TIC 422068408
731,Database/TIC 469934028.csv,TIC 469934028
732,Database/TIC 451527024.csv,TIC 451527024
733,Database/TIC 77111228.csv,TIC 77111228
734,Database/TIC 39554091.csv,TIC 39554091
735,Database/TIC 250393730.csv,TIC 250393730
736,Database/HD 182572.csv,TIC 359981217
737,Database/TIC 64910894.csv,TIC 64910894
738,Database/TIC 345472607.csv,TIC 345472607
739,Database/TIC 369705637.csv,TIC 369705637
740,Database/TIC 55092869.csv,TIC 55092869
741,Database/TIC 337438474.csv,TIC 337438474
742,Database/TIC 176873028.csv,TIC 176873028
743,Database/Kepler-43.csv,TIC 164892194
744,Database/TIC 91928222.csv,TIC 91928222
745,Database/TIC 159150734.csv,TIC 159150734
746,Database/TIC 46263737.csv,TIC 46263737
747,Database/2MASS J07343908+2220156.csv,TIC 70229817
748,Database/TIC 299800007.csv,TIC 299800007
749,Database/TIC 659763.csv,TIC 659763
750,Database/Gaia DR2 3640244581637740416.csv,BD-06  3950
751,Database/HD 190360.csv,TIC 105999792
752,Database/WASP-7.csv,TIC 389352124
753,Database/TIC 14111411.csv,TIC 14111411
754,Database/HD 89744.csv,TIC 8154501
755,Database/TIC 412409409.csv,TIC 412409409
756,Database/TIC 173141238.csv,TIC 173141238
757,Database/WASP-12.csv,TIC 86396382
758,Database/TIC 404715018.csv,TIC 404715018
759,Database/TIC 36470588.csv,TIC 36470588
760,Database/TIC 131342628.csv,TIC 131342628
761,Database/TIC 49803296.csv,TIC 49803296
762,Database/Gaia DR1 6387058407186674560.csv,2RE J233930-691132
763,Database/TIC 426742613.csv,TIC 426742613
764,Database/HD 69897.csv,TIC 302188141
765,Database/TIC 32551714.csv,TIC 32551714
766,Database/TIC 164332676.csv,TIC 164332676
767,Database/TIC 446137194.csv,TIC 446137194
768,Database/Gaia DR1 5410092607368280448.csv,CCDM J09364-4845AB
769,Database/TIC 387273183.csv,TIC 387273183
770,Database/TIC 76399157.csv,TIC 76399157
771,Database/TIC 139120863.csv,TIC 139120863
772,Database/TIC 157921708.csv,TIC 157921708
773,Database/TIC 27543843.csv,TIC 27543843
774,Database/TIC 289260076.csv,TIC 289260076
775,Database/TIC 434101713.csv,TIC 434101713
776,Database/TIC 201940813.csv,TIC 201940813
777,Database/TIC 364107753.csv,TOI-909
778,Database/TIC 263723073.csv,TIC 263723073
779,Database/TIC 224284988.csv,TIC 224284988
780,Database/TIC 265612134.csv,TIC 265612134
781,Database/HD 168443.csv,TIC 16465196
782,Database/TIC 397362481.csv,TIC 397362481
783,Database/TIC 41117582.csv,TIC 41117582
784,Database/HD 33283.csv,TIC 13147218
785,Database/TIC 141411201.csv,TIC 141411201
786,Database/TIC 43866397.csv,TIC 43866397
787,Database/HD 102117.csv,TIC 267519701
788,Database/TIC 141914082.csv,TIC 141914082
789,Database/HD 154345.csv,TIC 198562505
790,Database/WASP-61.csv,TIC 13021029
791,Database/TIC 454005387.csv,TIC 454005387
792,Database/TIC 313596916.csv,TIC 313596916
793,Database/TIC 386627655.csv,TIC 386627655
794,Database/TIC 451366293.csv,TIC 451366293
795,Database/TIC 6160466.csv,TIC 6160466
796,Database/TIC 396255306.csv,TIC 396255306
797,Database/TIC 401841366.csv,TIC 401841366
798,Database/TIC 420337806.csv,TIC 420337806
799,Database/TIC 301679207.csv,TIC 301679207
800,Database/CD-337795B.csv,CD-33  7795B
801,Database/Gaia DR2 5057983496155992448.csv,CD-31  1266
802,Database/TIC 413948621.csv,TIC 413948621
803,Database/TIC 149743134.csv,TIC 149743134
804,Database/TrES-4.csv,TrES-4
805,Database/TIC 160116798.csv,TIC 160116798
806,Database/TIC 45696240.csv,TIC 45696240
807,Database/TIC 181946967.csv,TIC 181946967
808,Database/TIC 326538408.csv,TIC 326538408
809,Database/TIC 181345316.csv,TIC 181345316
810,Database/TIC 405449877.csv,TIC 405449877
811,Database/TIC 66560666.csv,2MASS J05470626-1037487
812,Database/TIC 50911557.csv,TIC 50911557
813,Database/TIC 322307626.csv,TIC 322307626
814,Database/TIC 297236135.csv,TIC 297236135
815,Database/TIC 348833261.csv,TIC 348833261
816,Database/TIC 94826461.csv,TIC 94826461
817,Database/TIC 281624020.csv,TIC 281624020
818,Database/TIC 32432767.csv,TIC 32432767
819,Database/TIC 149837521.csv,TIC 149837521
820,Database/TIC 70899190.csv,TIC 70899190
821,Database/TIC 139878735.csv,TIC 139878735
822,Database/TIC 58360410.csv,TIC 58360410
823,Database/HD 143361.csv,TIC 255480497
824,Database/TIC 293647796.csv,TIC 293647796
825,Database/TIC 455139555.csv,TIC 455139555
826,Database/TIC 408382023.csv,TIC 408382023
827,Database/TIC 35400809.csv,WISE J210158.48-061911.9
828,Database/TIC 257392565.csv,TIC 257392565
829,Database/TIC 168457265.csv,TIC 168457265
830,Database/TIC 79271642.csv,TIC 79271642
831,Database/TIC 183998057.csv,TIC 183998057
832,Database/TIC 257484148.csv,TIC 257484148
833,Database/TIC 259886108.csv,TIC 259886108
834,Database/HD 192699.csv,TIC 399334674
835,Database/TIC 277712053.csv,TIC 277712053
836,Database/TIC 6029884.csv,TIC 6029884
837,Database/TIC 393055414.csv,TIC 393055414
838,Database/HD 128311.csv,TIC 349606708
839,Database/TIC 409010001.csv,TIC 409010001
840,Database/Gaia DR2 3101123927116330112.csv,CoRoT 110858446
841,Database/TIC 247463344.csv,TIC 247463344
842,Database/TIC 148533811.csv,TIC 148533811
843,Database/TIC 160367734.csv,TIC 160367734
844,Database/TIC 365658906.csv,TIC 365658906
845,Database/TIC 36841797.csv,TIC 36841797
846,Database/TIC 459427073.csv,TIC 459427073
847,Database/TIC 437444661.csv,TIC 437444661
848,Database/HAT-P-23.csv,TIC 305243225
849,Database/HD 12661.csv,TIC 118268680
850,Database/HAT-P-37.csv,TIC 267572272
851,Database/TIC 54509879.csv,TIC 54509879
852,Database/HD 23127.csv,TIC 311924816
853,Database/TIC 405344271.csv,TIC 405344271
854,Database/TIC 183532609.csv,SPOCS 3245
855,Database/TIC 261746870.csv,TIC 261746870
856,Database/TIC 126584063.csv,TIC 126584063
857,Database/TIC 47552789.csv,TIC 47552789
858,Database/TIC 167485954.csv,TIC 167485954
859,Database/TIC 24952049.csv,TIC 24952049
860,Database/TIC 423245334.csv,TIC 423245334
861,Database/TIC 140143506.csv,TIC 140143506
862,Database/TIC 419262245.csv,TIC 419262245
863,Database/TIC 382600457.csv,TIC 382600457
864,Database/TIC 346066575.csv,TIC 346066575
865,Database/TIC 266716010.csv,TIC 266716010
866,Database/TIC 75094979.csv,TIC 75094979
867,Database/TIC 76723012.csv,TIC 76723012
868,Database/TIC 43649157.csv,TIC 43649157
869,Database/TIC 277895096.csv,TIC 277895096
870,Database/TIC 58410794.csv,TIC 58410794
871,Database/TIC 412778373.csv,TIC 412778373
872,Database/TIC 366441203.csv,TIC 366441203
873,Database/TIC 437325588.csv,TIC 437325588
874,Database/TIC 417526469.csv,TIC 417526469
875,Database/HD221550.csv,CD-47 14611
876,Database/TIC 211404861.csv,TIC 211404861
877,Database/TIC 262929483.csv,TIC 262929483
878,Database/TIC 442623945.csv,V* GQ Lup B
879,Database/TIC 391039604.csv,TIC 391039604
880,Database/HD 181342.csv,TIC 12192000
881,Database/TIC 186308689.csv,TIC 186308689
882,Database/TIC 279649049.csv,TIC 279649049
883,Database/TIC 297814619.csv,TIC 297814619
884,Database/TIC 77065685.csv,TIC 77065685
885,Database/TIC 179195652.csv,TIC 179195652
886,Database/TIC 187182634.csv,TIC 187182634
887,Database/TIC 47293416.csv,TIC 47293416
888,Database/TIC 1271818.csv,TIC 1271818
889,Database/TIC 256940442.csv,TIC 256940442
890,Database/Gaia DR2 6145755844440115584.csv,CD-42  7761
891,Database/TIC 251824177.csv,TIC 251824177
892,Database/TIC 278175826.csv,TIC 278175826
893,Database/TIC 246847023.csv,TIC 246847023
894,Database/TIC 408416746.csv,TIC 408416746
895,Database/TIC 144251458.csv,TIC 144251458
896,Database/TIC 112243062.csv,TIC 112243062
897,Database/TIC 341478268.csv,TIC 341478268
898,Database/TIC 318007796.csv,TIC 318007796
899,Database/TIC 357348164.csv,TIC 357348164
900,Database/TIC 326699848.csv,TIC 326699848
901,Database/TIC 176188045.csv,TIC 176188045
902,Database/TIC 211344776.csv,TIC 211344776
903,Database/TIC 412542081.csv,TIC 412542081
904,Database/TIC 354890869.csv,TIC 354890869
905,Database/Gaia DR2 3031267800176282240.csv,TYC 5965-749-1
906,Database/TIC 310355676.csv,TIC 310355676
907,Database/TIC 350740740.csv,TIC 350740740
908,Database/TIC 309027449.csv,TIC 309027449
909,Database/TIC 233115563.csv,TIC 233115563
910,Database/HD 148427.csv,TIC 413853880
911,Database/HAT-P-36.csv,TIC 373693175
912,Database/TIC 406095880.csv,TIC 406095880
913,Database/HAT-P-22.csv,TIC 252479260
914,Database/TIC 100993643.csv,TIC 100993643
915,Database/TIC 51758060.csv,TIC 51758060
916,Database/HIP 12961.csv,TIC 204614039
917,Database/Gaia DR2 3119353520664230784.csv,CoRoT 102615551
918,Database/TIC 207084783.csv,TIC 207084783
919,Database/HD 191408.csv,PLX 4782
920,Database/GJ 436.csv,TIC 138819293
921,Database/TIC 270259954.csv,TIC 270259954
922,Database/HD 99109.csv,TIC 38158652
923,Database/TIC 146195754.csv,TIC 146195754
924,Database/TIC 66162318.csv,TIC 66162318
925,Database/TIC 425907664.csv,TIC 425907664
926,Database/TIC 185240613.csv,TIC 185240613
927,Database/TIC 322682551.csv,TIC 322682551
928,Database/HD 67228.csv,TIC 446006789
929,Database/TIC 387009593.csv,TIC 387009593
930,Database/TIC 77021574.csv,TIC 77021574
931,Database/TIC 229069919.csv,TIC 229069919
932,Database/6 Lyn.csv,TIC 444865362
933,Database/TIC 157865215.csv,TIC 157865215
934,Database/TIC 246852823.csv,TIC 246852823
935,Database/TIC 60111044.csv,TIC 60111044
936,Database/TIC 320952706.csv,TIC 320952706
937,Database/TIC 175298594.csv,TIC 175298594
938,Database/TIC 126738447.csv,TIC 126738447
939,Database/TIC 33492996.csv,TIC 33492996
940,Database/TIC 170086866.csv,TIC 170086866
941,Database/TIC 386532381.csv,TIC 386532381
942,Database/TIC 98306472.csv,TIC 98306472
943,Database/TIC 127374793.csv,TIC 127374793
944,Database/HD 132406.csv,TIC 309808219
945,Database/TIC 11649919.csv,TIC 11649919
946,Database/TIC 198484129.csv,TIC 198484129
947,Database/TIC 69819180.csv,AAVSO 2225-23
948,Database/TIC 439501096.csv,TIC 439501096
949,Database/TIC 260795451.csv,TIC 260795451
950,Database/TIC 398501076.csv,TIC 398501076
951,Database/TIC 423437103.csv,TIC 423437103
952,Database/GJ66.csv,WISE J013948.06-561137.6
953,Database/TIC 415915130.csv,TIC 415915130
954,Database/TIC 37908875.csv,TIC 37908875
955,Database/TIC 139068417.csv,TIC 139068417
956,Database/omicron UMa.csv,TIC 73416947
957,Database/TIC 139356227.csv,TIC 139356227
958,Database/TIC 144370079.csv,TIC 144370079
959,Database/TIC 220022156.csv,TIC 220022156
960,Database/TIC 116291996.csv,TIC 116291996
961,Database/TIC 117896243.csv,TIC 117896243
962,Database/HD 30562.csv,TIC 176379354
963,Database/TIC 35028591.csv,TIC 35028591
964,Database/TrES-5.csv,TrES-5
965,Database/TIC 319670068.csv,TIC 319670068
966,Database/TIC 423752904.csv,TIC 423752904
967,Database/GJ 581.csv,TIC 36853511
968,Database/TIC 423491049.csv,TIC 423491049
969,Database/TIC 289943518.csv,TIC 289943518
970,Database/TIC 294028147.csv,TIC 294028147
971,Database/TIC 59669500.csv,TIC 59669500
972,Database/TIC 385321596.csv,TIC 385321596
973,Database/TIC 267211065.csv,TIC 267211065
974,Database/TIC 54040862.csv,TIC 54040862
975,Database/TIC 80431620.csv,TIC 80431620
976,Database/TIC 168786254.csv,TIC 168786254
977,Database/TIC 386614711.csv,TIC 386614711
978,Database/TIC 206327795.csv,TIC 206327795
979,Database/TIC 165868026.csv,TIC 165868026
980,Database/TIC 12356378.csv,TIC 12356378
981,Database/omega Ser.csv,TIC 272677041
982,Database/TIC 260266504.csv,TIC 260266504
983,Database/TIC 355653041.csv,TIC 355653041
984,Database/TIC 261724825.csv,TIC 261724825
985,Database/TIC 70514364.csv,TIC 70514364
986,Database/HD 192263.csv,PLX 4803
987,Database/Gaia DR2 6825822095663585536.csv,GEN# +9.85819052
988,Database/2MASS J01343317+6856535.csv,TIC 398018469
989,Database/TIC 87942223.csv,TIC 87942223
990,Database/TIC 270340632.csv,TIC 270340632
991,Database/TIC 178351350.csv,TIC 178351350
992,Database/TIC 396697919.csv,TIC 396697919
993,Database/TIC 38086286.csv,TIC 38086286
994,Database/HD 187691.csv,TIC 408842743
995,Database/TIC 169225390.csv,TIC 169225390
996,Database/TIC 323687462.csv,TIC 323687462
997,Database/TIC 79531376.csv,TIC 79531376
998,Database/TIC 360689837.csv,TIC 360689837
999,Database/TIC 350194158.csv,TIC 350194158
1000,Database/TIC 65903780.csv,TIC 65903780
1001,Database/TIC 408012676.csv,TIC 408012676
1002,Database/TIC 277890728.csv,TIC 277890728
1003,Database/TIC 212984956.csv,TIC 212984956
1004,Database/TIC 326451898.csv,TIC 326451898
1005,Database/TIC 285153936.csv,TIC 285153936
1006,Database/TIC 251111149.csv,TIC 251111149
1007,Database/TIC 453650192.csv,TIC 453650192
1008,Database/TIC 75873633.csv,TIC 75873633
1009,Database/TIC 71984758.csv,TIC 71984758
1010,Database/TIC 170867837.csv,TIC 170867837
1011,Database/TIC 166660531.csv,TIC 166660531
1012,Database/HD 69830.csv,TIC 307624961
1013,Database/HD 114762.csv,TIC 138172859
1014,Database/TIC 201432628.csv,TIC 201432628
1015,Database/TIC 32197339.csv,CD-26 15998
1016,Database/TIC 297025496.csv,TIC 297025496
1017,Database/TIC 254147274.csv,TIC 254147274
1018,Database/TIC 261643880.csv,TIC 261643880
1019,Database/Proxima Cen.csv,TIC 388857263
1020,Database/TIC 62483237.csv,TOI-139
1021,Database/TIC 100104021.csv,TIC 100104021
1022,Database/TIC 351654581.csv,TIC 351654581
1023,Database/TIC 189640492.csv,TIC 189640492
1024,Database/WASP-62.csv,Gaia DR2 4756649415309914240
1025,Database/HD 152079.csv,TIC 246835467
1026,Database/Gaia DR2 4479706350662670848.csv,CoRoT 104620638
1027,Database/TIC 319482278.csv,TIC 319482278
1028,Database/TIC 262587669.csv,TIC 262587669
1029,Database/HD 139357.csv,TIC 224312054
1030,Database/TIC 68577662.csv,TIC 68577662
1031,Database/TIC 436501188.csv,TIC 436501188
1032,Database/TIC 121551598.csv,TIC 121551598
1033,Database/TIC 143952336.csv,TIC 143952336
1034,Database/TIC 169303631.csv,RAVE J234655.7-315854
1035,Database/TIC 237388253.csv,TIC 237388253
1036,Database/TIC 132702068.csv,TIC 132702068
1037,Database/TYC22-1354-1.csv,TYC   22-1354-1
1038,Database/TIC 340515783.csv,TIC 340515783
1039,Database/TIC 125080827.csv,TIC 125080827
1040,Database/TIC 79403675.csv,TIC 79403675
1041,Database/TIC 100374998.csv,TIC 100374998
1042,Database/TIC 123821258.csv,TIC 123821258
1043,Database/TIC 277594306.csv,TIC 277594306
1044,Database/TIC 257460434.csv,TIC 257460434
1045,Database/TIC 443995718.csv,TIC 443995718
1046,Database/TIC 286896213.csv,TIC 286896213
1047,Database/TIC 355941506.csv,TIC 355941506
1048,Database/TIC 358070171.csv,TIC 358070171
1049,Database/TIC 72748794.csv,TIC 72748794
1050,Database/TIC 65652471.csv,TIC 65652471
1051,Database/TIC 232488167.csv,TIC 232488167
1052,Database/TIC 101101072.csv,TIC 101101072
1053,Database/TIC 142680352.csv,TIC 142680352
1054,Database/TIC 302452347.csv,TIC 302452347
1055,Database/TIC 333459486.csv,TIC 333459486
1056,Database/TIC 203365781.csv,TIC 203365781
1057,Database/TIC 180946244.csv,TIC 180946244
1058,Database/TIC 14680282.csv,TIC 14680282
1059,Database/HD 153950.csv,TIC 124165580
1060,Database/TIC 262839320.csv,TIC 262839320
1061,Database/TIC 168453014.csv,TIC 168453014
1062,Database/TIC 151956235.csv,TIC 151956235
1063,Database/TIC 375058105.csv,TIC 375058105
1064,Database/TIC 405350987.csv,TIC 405350987
1065,Database/TIC 336873776.csv,TIC 336873776
1066,Database/TIC 266744225.csv,TIC 266744225
1067,Database/TIC 262922700.csv,TIC 262922700
1068,Database/TIC 340637363.csv,TIC 340637363
1069,Database/TIC 243200602.csv,TIC 243200602
1070,Database/TIC 69747593.csv,TIC 69747593
1071,Database/TIC 407991625.csv,TIC 407991625
1072,Database/TIC 153595071.csv,TIC 153595071
1073,Database/TIC 455350410.csv,TIC 455350410
1074,Database/GJ 1214.csv,TIC 467929202
1075,Database/TIC 12377940.csv,TIC 12377940
1076,Database/TIC 389315309.csv,TIC 389315309
1077,Database/TIC 197740634.csv,TIC 197740634
1078,Database/HAT-P-20.csv,TIC 26826078
1079,Database/TIC 20856917.csv,TIC 20856917
1080,Database/TIC 99837626.csv,TIC 99837626
1081,Database/TIC 283792891.csv,TIC 283792891
1082,Database/TIC 278199697.csv,TIC 278199697
1083,Database/epsilon CrB.csv,TIC 356000102
1084,Database/2MASS J16404891+3618596.csv,TIC 57157803
1085,Database/TIC 206548902.csv,TIC 206548902
1086,Database/TIC 178872239.csv,TIC 178872239
1087,Database/TIC 469970578.csv,TIC 469970578
1088,Database/TIC 269831195.csv,TIC 269831195
1089,Database/TIC 153498031.csv,TIC 153498031
1090,Database/TIC 248570964.csv,TIC 248570964
1091,Database/TIC 70553159.csv,TIC 70553159
1092,Database/TIC 209188615.csv,TIC 209188615
1093,Database/TIC 212774689.csv,TIC 212774689
1094,Database/TIC 138740189.csv,TIC 138740189
1095,Database/HD 181433.csv,TIC 410399074
1096,Database/HD 9826.csv,TIC 189576919
1097,Database/HD 16160.csv,TIC 278962915
1098,Database/TIC 38305082.csv,TIC 38305082
1099,Database/TIC 206828302.csv,TIC 206828302
1100,Database/TIC 307053840.csv,TIC 307053840
1101,Database/GJ 179.csv,TIC 450102450
1102,Database/TIC 44735561.csv,TIC 44735561
1103,Database/TIC 332509364.csv,TIC 332509364
1104,Database/HD 16175.csv,TIC 422922274
1105,Database/HD 169830.csv,TIC 53134037
1106,Database/TIC 165347984.csv,TIC 165347984
1107,Database/TIC 21989720.csv,TIC 21989720
1108,Database/TIC 344988456.csv,TIC 344988456
1109,Database/TIC 124279525.csv,TIC 124279525
1110,Database/TIC 71949878.csv,TIC 71949878
1111,Database/HD 173667.csv,TIC 282038438
1112,Database/Gaia DR2 6147117727029871360.csv,2E  2788
1113,Database/TIC 423454048.csv,TIC 423454048
1114,Database/TIC 255630992.csv,TIC 255630992
1115,Database/TIC 20210161.csv,TIC 20210161
1116,Database/TIC 422379916.csv,TIC 422379916
1117,Database/TIC 238260553.csv,TIC 238260553
1118,Database/TIC 402104884.csv,TIC 402104884
1119,Database/TIC 143797704.csv,TIC 143797704
1120,Database/TIC 283792884.csv,ASCC 1008746
1121,Database/TIC 332800044.csv,TIC 332800044
1122,Database/TIC 92281021.csv,TIC 92281021
1123,Database/TIC 386899832.csv,TIC 386899832
1124,Database/TIC 143206598.csv,TIC 143206598
1125,Database/HD 31253.csv,TIC 436700755
1126,Database/TIC 152508252.csv,TIC 152508252
1127,Database/HAT-P-21.csv,TIC 17993892
1128,Database/TIC 112603301.csv,TIC 112603301
1129,Database/HAT-P-35.csv,TIC 455096220
1130,Database/TIC 167913198.csv,TIC 167913198
1131,Database/TIC 439412823.csv,TIC 439412823
1132,Database/TIC 355379702.csv,TIC 355379702
1133,Database/TIC 405410684.csv,TIC 405410684
1134,Database/TIC 201791258.csv,TIC 201791258
1135,Database/Gaia DR1 6147474033219733504.csv,CCDM J12038-4407A
1136,Database/TIC 205591703.csv,TIC 205591703
1137,Database/TIC 404696758.csv,TIC 404696758
1138,Database/TIC 362747897.csv,PLX 3719
1139,Database/TIC 141933991.csv,TIC 141933991
1140,Database/TIC 422338209.csv,TIC 422338209
1141,Database/HD 177830.csv,TIC 265052133
1142,Database/TIC 97488127.csv,PLX 2574
1143,Database/42 Dra.csv,TIC 233721425
1144,Database/TIC 38425450.csv,TIC 38425450
1145,Database/TIC 55997717.csv,TIC 55997717
1146,Database/Gaia DR1 5567252538832904448.csv,PLX 1477.2
1147,Database/HD 168723.csv,TIC 168775356
1148,Database/HD 142860.csv,TIC 377415363
1149,Database/TIC 471000657.csv,TIC 471000657
1150,Database/TIC 54003409.csv,TIC 54003409
1151,Database/TIC 125165048.csv,TIC 125165048
1152,Database/TIC 177309385.csv,TIC 177309385
1153,Database/TIC 301329955.csv,TIC 301329955
1154,Database/EPIC212469831.csv,EPIC 212469831
1155,Database/TIC 303655974.csv,TIC 303655974
1156,Database/TIC 347440644.csv,TIC 347440644
